STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,LENGTH_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,COST_OF_WORKS_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,LENGTH_OF_ROAD_WORK_COMPLETED,NO_OF_BRIDGES_COMPLETED,EXPENDITURE_OCCURED,NO_OF_ROAD_WORKS_ BALANCE,LENGTH_OF_ROAD_WORK_BALANCE,NO_OF_BRIDGES_BALANCE
Bihar,Katihar,PMGSY-II,8,77.1,2,38.80552,8,75.81,2,39.6028,0,0,0
Bihar,Katihar,PMGSY-III,41,403.087,107,787.94374,10,151.214,1,192.1579,31,249.045,106
Bihar,Khagaria,PMGSY-I,181,595.22,32,434.92495,175,544.023,30,393.8085,6,14.129,2
Bihar,Khagaria,PMGSY-II,3,14.967,0,6.5288,3,14.952,0,7.004,0,0,0
Bihar,Khagaria,PMGSY-III,3,26.09,0,19.73818,2,19.91,0,12.0933,1,6.18,0
Bihar,Kishanganj,PMGSY-I,305,1251.501,101,895.2539,305,1222.233,100,824.0513,0,0,1
Bihar,Kishanganj,PMGSY-II,25,263.67,41,256.1152,25,260.965,41,278.6794,0,0,0
Bihar,Kishanganj,PMGSY-III,60,511.419,89,762.93691,11,92.807,0,65.6631,49,415.69,89
Bihar,Lakhisarai,PMGSY-I,202,534.825,10,205.25149,191,480.622,10,180.5965,11,33.671,0
Bihar,Lakhisarai,PMGSY-II,5,47.055,0,20.2212,5,47.055,0,20.3086,0,0,0
Bihar,Lakhisarai,RCPLWEA,1,16.415,0,14.40069,1,16.415,0,10.292,0,0,0
Bihar,Lakhisarai,PMGSY-III,1,5.858,0,2.35617,1,5.858,0,1.7734,0,0,0
Bihar,Madhepura,PMGSY-I,238,784.482,18,503.51779,235,754.106,17,434.6938,3,2.025,1
Bihar,Madhepura,PMGSY-II,10,59.065,0,31.9513,10,58.624,0,31.9613,0,0,0
Bihar,Madhepura,PMGSY-III,34,359.093,23,428.98463,19,250.617,7,261.6011,15,107.238,16
Bihar,Madhubani,PMGSY-I,724,2100.652,33,1425.08428,718,1862.882,32,1055.0466,6,6.235,1
Bihar,Madhubani,PMGSY-II,12,85.31,0,38.44442,12,84.653,0,39.0325,0,0,0
Bihar,Madhubani,PMGSY-III,20,212.08,14,234.33669,9,101.178,0,84.0323,11,108.51,14
Bihar,Munger,PMGSY-I,185,457.382,3,204.65905,185,449.417,3,172.7916,0,0,0
Bihar,Munger,PMGSY-II,3,23.4,0,11.3956,3,23.4,0,12.4103,0,0,0
Bihar,Munger,PMGSY-III,3,21.864,0,16.2629,3,21.864,0,9.8629,0,0,0
Bihar,Muzaffarpur,PMGSY-I,761,2398.417,12,1350.30879,759,2324.26,12,1211.2526,2,6.824,0
Bihar,Muzaffarpur,PMGSY-II,6,30.699,0,13.00032,6,30.44,0,10.4769,0,0,0
Bihar,Muzaffarpur,RCPLWEA,25,358.548,16,521.57931,24,350.921,12,527.3682,1,2.428,4
Bihar,Muzaffarpur,PMGSY-III,40,290.767,13,260.62108,36,263.384,0,171.9284,4,24.87,13
Bihar,Nalanda,PMGSY-I,431,1285.064,9,563.77684,429,1263.466,9,509.8993,2,1.59,0
Bihar,Nalanda,PMGSY-II,23,138.2,0,72.56586,23,137.158,0,73.689,0,0,0
Bihar,Nalanda,PMGSY-III,17,116.3,8,73.32436,15,114.463,5,53.9718,2,0.06,3
Bihar,Nawada,PMGSY-I,680,1669.35,30,938.50001,675,1609.646,29,793.7855,5,9.88,1
Bihar,Nawada,PMGSY-II,15,77.242,0,48.98508,15,77.203,0,52.1168,0,0,0
Bihar,Nawada,RCPLWEA,17,217.44,10,278.48476,16,201.829,10,211.4739,1,2.55,0
Bihar,Nawada,PMGSY-III,2,15.775,0,10.59852,2,15.333,0,6.4936,0,0,0
Bihar,Patna,PMGSY-I,631,1733.216,19,879.30644,626,1641.799,19,768.5342,5,14.906,0
Bihar,Patna,PMGSY-II,15,110.76,0,43.94972,14,109.75,0,49.6181,1,0.3,0
Bihar,Patna,PMGSY-III,12,79.365,1,58.34448,8,52.26,0,34.5459,4,26.1,1
Bihar,Purnia,PMGSY-I,552,2109.04,70,1339.97388,545,2076.413,60,1202.6169,7,1.262,10
Bihar,Purnia,PMGSY-II,20,153.668,0,89.62053,20,153.54,0,95.2989,0,0,0
Bihar,Purnia,PMGSY-III,32,318.905,70,486.18239,18,176.084,34,321.9531,14,139.095,36
Bihar,Rohtas,PMGSY-I,686,2130.185,3,938.85127,682,2018.533,3,891.0633,4,21.156,0
Bihar,Rohtas,PMGSY-II,4,46.08,0,26.1661,4,46.08,0,24.2488,0,0,0
Bihar,Rohtas,RCPLWEA,22,89.77,2,97.69917,20,85.905,2,74.7594,2,3.625,0
Bihar,Rohtas,PMGSY-III,13,104.417,0,68.52202,7,80.757,0,37.9537,6,23.66,0
Bihar,Saharsa,PMGSY-I,256,714.202,43,558.70765,253,653.708,38,509.8388,3,14.517,5
Bihar,Saharsa,PMGSY-II,4,27.07,0,20.56356,4,27.07,0,19.5607,0,0,0
Bihar,Saharsa,PMGSY-III,8,77.25,12,94.53203,2,31.96,5,44.368,6,45.29,7
Bihar,Samastipur,PMGSY-I,671,1881.119,9,970.37297,665,1839.759,7,603.738,6,12.365,2
Bihar,Samastipur,PMGSY-II,8,61.95,0,25.77853,8,61.95,0,27.4861,0,0,0
Bihar,Samastipur,PMGSY-III,18,152.698,10,136.16185,12,101.39,0,78.3382,6,49.901,10
Bihar,Sheikhpura,PMGSY-I,122,327.671,9,146.68576,120,295.014,9,143.5247,2,6,0
Bihar,Sheikhpura,PMGSY-II,5,18.25,1,7.24144,5,18.171,1,8.038,0,0,0
Bihar,Sheikhpura,PMGSY-III,1,5.035,0,2.85845,1,4.97,0,2.4786,0,0,0
Bihar,Sheohar,PMGSY-I,112,338.835,1,186.8218,106,305.08,1,162.2062,6,8.292,0
Bihar,Sheohar,PMGSY-III,8,57.295,7,61.70031,4,45.02,5,49.4887,4,9.685,2
Bihar,Sitamarhi,PMGSY-I,651,1755.151,111,1383.7902,641,1696.695,110,1209.189,10,12.216,1
Bihar,Sitamarhi,PMGSY-II,6,35.31,0,16.35644,6,35.255,0,16.6502,0,0,0
Bihar,Sitamarhi,PMGSY-III,19,137.915,17,170.54366,15,123.668,0,90.6421,4,10.61,17
Bihar,Siwan,PMGSY-I,501,1475.376,4,732.8235,501,1454.725,4,653.6685,0,0,0
Bihar,Siwan,PMGSY-II,14,77.452,0,36.19232,14,77.254,0,34.9717,0,0,0
Bihar,Siwan,PMGSY-III,5,27.355,0,16.78689,5,27.036,0,14.0995,0,0,0
Bihar,Supaul,PMGSY-I,215,672.916,20,468.9238,213,661.146,15,434.0139,2,1.662,5
Bihar,Supaul,PMGSY-II,4,26.255,0,12.94036,4,26.255,0,13.0723,0,0,0
Bihar,Supaul,PMGSY-III,20,151.835,13,156.20206,9,106.225,6,122.8432,11,45.4,7
Bihar,Vaishali,PMGSY-I,496,1580.714,9,754.27234,496,1521.695,8,670.924,0,0,1
Bihar,Vaishali,PMGSY-II,16,60.334,0,26.46987,16,60.334,0,24.3944,0,0,0
Bihar,Vaishali,PMGSY-III,26,192.741,6,150.87491,17,147.398,0,95.556,9,45.327,6
Bihar,West Champaran,PMGSY-I,733,2477.529,26,1478.70356,733,2407.95,26,1382.3337,0,0,0
Bihar,West Champaran,PMGSY-II,8,32.895,0,14.98459,7,31.893,0,15.0084,1,0.99,0
Bihar,West Champaran,PMGSY-III,14,132.817,8,140.48373,9,74.348,3,52.9839,5,54.423,5
Chhattisgarh,Balod,PMGSY-I,214,832.175,23,280.70689,214,782.525,23,266.3914,0,0,0
Chhattisgarh,Balod,PMGSY-II,11,121.875,0,82.0187,11,120.9,0,81.9574,0,0,0
Chhattisgarh,Balod,PMGSY-III,28,271.635,11,187.875,28,266.902,8,163.5243,0,0,3
Chhattisgarh,Balodabazar,PMGSY-I,252,1116.63,3,332.6491,252,1084.9,3,305.151,0,0,0
Chhattisgarh,Balodabazar,PMGSY-II,7,90.31,0,57.6072,7,88.072,0,44.2343,0,0,0
Chhattisgarh,Balodabazar,PMGSY-III,18,187.49,5,136.68489,18,186,0,95.0405,0,0,5
Chhattisgarh,Balrampur,PMGSY-I,310,1695.565,36,540.0147,309,1534.744,36,605.2293,1,17.08,0
Chhattisgarh,Balrampur,PMGSY-III,17,188.595,2,94.09783,16,187.605,0,71.6252,1,0,2
Chhattisgarh,Balrampur,PM-JANMAN,63,268.56,0,,0,0,0,0,63,268.56,0
Chhattisgarh,Bastar,PMGSY-I,426,1993.505,16,671.0231,426,1928.808,16,718.2784,0,0,0
Chhattisgarh,Bastar,PMGSY-II,5,94.35,0,48.2962,5,93.05,0,48.1963,0,0,0
Chhattisgarh,Bastar,RCPLWEA,51,479.475,1,303.27069,43,408.255,1,194.4126,8,67.525,0
Chhattisgarh,Bastar,PMGSY-III,20,300.38,1,208.82543,20,309.63,0,184.2254,0,0,1
Chhattisgarh,Bemetra,PMGSY-I,149,643.02,1,173.8472,149,622.989,1,178.6295,0,0,0
Chhattisgarh,Bemetra,PMGSY-II,6,56.45,0,32.1929,6,55.46,0,29.1269,0,0,0
Chhattisgarh,Bemetra,PMGSY-III,21,148.44,5,116.25624,21,149.15,2,89.2945,0,0,3
Chhattisgarh,Bijapur,PMGSY-I,296,1567.745,0,476.9285,175,1064.385,0,284.0654,121,501.91,0
Chhattisgarh,Bijapur,PMGSY-II,1,41.35,0,35.9525,1,25,0,39.6026,0,0,0
Chhattisgarh,Bijapur,RCPLWEA,15,288.05,7,229.06713,5,68.9,0,50.0991,10,219.6,7
Chhattisgarh,Bijapur,PMGSY-III,5,28.8,0,14.4354,5,28.8,0,13.7932,0,0,0
Chhattisgarh,Bilaspur,PMGSY-I,207,820.69,0,229.0845,207,778.95,0,206.371,0,0,0
Chhattisgarh,Bilaspur,PMGSY-II,9,85.57,0,56.75817,9,85.47,0,52.0113,0,0,0
Chhattisgarh,Bilaspur,PMGSY-III,29,251.22,6,207.37962,29,251.22,0,169.7208,0,0,6
Chhattisgarh,Bilaspur,PM-JANMAN,20,82.05,0,,0,0,0,0,20,82.05,0
Chhattisgarh,Dantewada,PMGSY-I,173,767.685,1,277.73475,143,670.355,0,246.6273,30,80.95,1
Chhattisgarh,Dantewada,PMGSY-II,1,21.2,0,14.4226,1,21.2,0,15.3682,0,0,0
Chhattisgarh,Dantewada,RCPLWEA,17,156.525,3,192.4754,14,123.825,2,102.2007,3,32.7,1
Chhattisgarh,Dantewada,PMGSY-III,5,37.3,0,16.1087,5,37.3,0,13.9301,0,0,0
Chhattisgarh,Dhamtari,PMGSY-I,229,835.261,33,263.73067,229,789.978,33,254.9381,0,0,0
Chhattisgarh,Dhamtari,PMGSY-II,9,123.6,0,70.3733,9,123.725,0,72.6311,0,0,0
Chhattisgarh,Dhamtari,PMGSY-III,18,150.432,0,85.8768,18,150.432,0,79.6452,0,0,0
Chhattisgarh,Dhamtari,PM-JANMAN,10,29.132,0,,0,0,0,0,10,29.132,0
Chhattisgarh,Durg,PMGSY-I,96,375,0,103.6962,96,354.46,0,94.6991,0,0,0
Chhattisgarh,Durg,PMGSY-II,7,69.425,0,40.3848,7,68.995,0,34.6997,0,0,0
Chhattisgarh,Durg,PMGSY-III,15,99.75,6,77.8226,15,95.785,0,50.2299,0,0,6
Chhattisgarh,Gariaband,PMGSY-I,193,1159.785,23,394.4173,192,1087.362,21,380.2123,1,22.7,2
Chhattisgarh,Gariaband,PMGSY-II,5,77.09,0,46.5609,5,76.315,0,49.3132,0,0,0
Chhattisgarh,Gariaband,PMGSY-III,19,227.08,15,124.8281,19,227.08,0,85.6092,0,0,15
Chhattisgarh,Gariaband,PM-JANMAN,35,65.295,0,,0,0,0,0,35,65.295,0
Chhattisgarh,Gaurella Pendra Marwahi,PMGSY-I,150,627.45,2,158.5502,150,599.16,2,159.7764,0,0,0
Chhattisgarh,Gaurella Pendra Marwahi,PMGSY-II,5,65.615,0,46.60519,5,66.12,0,44.8879,0,0,0
Chhattisgarh,Gaurella Pendra Marwahi,PMGSY-III,11,102.4,0,44.82817,11,102.4,0,42.6314,0,0,0
Chhattisgarh,Gaurella Pendra Marwahi,PM-JANMAN,7,26.02,0,,0,0,0,0,7,26.02,0
Chhattisgarh,Jangir-Champa,PMGSY-I,369,1345.73,0,348.9464,369,1294.997,0,315.516,0,0,0
Chhattisgarh,Jangir-Champa,PMGSY-II,14,128.018,0,87.62729,14,127.665,0,66.1556,0,0,0
Chhattisgarh,Jangir-Champa,PMGSY-III,21,213.05,1,147.44477,21,214.07,0,123.5161,0,0,1
Chhattisgarh,Jashpur,PMGSY-I,379,1922.406,18,662.97695,379,1837.145,18,636.3826,0,0,0
Chhattisgarh,Jashpur,PMGSY-II,8,100.56,0,68.7109,8,100.26,0,62.5739,0,0,0
Chhattisgarh,Jashpur,PMGSY-III,27,317.848,10,247.41536,27,315.033,2,190.2859,0,0,8
Chhattisgarh,Jashpur,PM-JANMAN,52,212.7,0,,0,0,0,0,52,212.7,0
Chhattisgarh,Kanker,PMGSY-I,498,2116.309,28,840.3478,482,2049.86,28,879.7735,16,39.9,0
Chhattisgarh,Kanker,PMGSY-II,4,57.6,0,29.874,4,57.4,0,33.9352,0,0,0
Chhattisgarh,Kanker,RCPLWEA,124,690.725,36,512.91634,88,508.854,11,315.7854,36,177.415,25
Chhattisgarh,Kanker,PMGSY-III,28,292.79,3,184.60504,28,294.04,1,168.8617,0,0,2
Chhattisgarh,Kawardha,PMGSY-I,349,1506.47,11,470.3142,349,1453.718,11,475.8791,0,0,0
Chhattisgarh,Kawardha,PMGSY-II,8,116.1,0,67.3321,8,113.87,0,58.633,0,0,0
Chhattisgarh,Kawardha,PMGSY-III,27,282.102,0,171.06871,27,279.842,0,138.8372,0,0,0
Chhattisgarh,Kawardha,PM-JANMAN,47,186.195,0,,0,0,0,0,47,186.195,0
Chhattisgarh,Kondagaon,PMGSY-I,249,1201.185,12,457.53484,248,1144.046,12,513.4272,1,4.5,0
Chhattisgarh,Kondagaon,PMGSY-II,2,42.48,0,18.5461,2,42.48,0,22.2885,0,0,0
Chhattisgarh,Kondagaon,RCPLWEA,72,549.97,11,392.95706,61,474.05,3,263.3469,11,73.095,8
Chhattisgarh,Kondagaon,PMGSY-III,27,269.89,4,191.5893,27,267.885,1,162.6728,0,0,3
Chhattisgarh,Korba,PMGSY-I,395,1749.245,9,576.5879,395,1721.57,9,540.8512,0,0,0
Chhattisgarh,Korba,PMGSY-II,9,113.93,0,79.16499,9,113.43,0,68.9137,0,0,0
Chhattisgarh,Korba,PMGSY-III,25,270.065,5,172.543,25,271.085,2,142.0725,0,0,3
Chhattisgarh,Korba,PM-JANMAN,22,104.2,0,,0,0,0,0,22,104.2,0
Chhattisgarh,Koria,PMGSY-I,228,1249.56,24,400.405,228,1237.032,24,413.6803,0,0,0
Chhattisgarh,Koria,PMGSY-II,9,94.626,0,61.5114,9,94.626,0,55.8818,0,0,0
Chhattisgarh,Koria,PMGSY-III,21,303.27,14,237.54106,21,295.15,2,192.7973,0,0,12
Chhattisgarh,Koria,PM-JANMAN,43,178.648,0,,0,0,0,0,43,178.648,0
Chhattisgarh,Mahasamund,PMGSY-I,292,1151.28,16,348.5009,292,1102.227,16,323.8321,0,0,0
Chhattisgarh,Mahasamund,PMGSY-II,6,90.57,0,54.0913,6,87.657,0,50.9777,0,0,0
Chhattisgarh,Mahasamund,PMGSY-III,15,159.505,0,85.94025,15,159.165,0,74.2225,0,0,0
Chhattisgarh,Mahasamund,PM-JANMAN,12,13.8,0,,0,0,0,0,12,13.8,0
Chhattisgarh,Mungeli,PMGSY-I,165,724.402,0,222.918,165,698.381,0,233.7562,0,0,0
Chhattisgarh,Mungeli,PMGSY-II,6,65.62,0,53.4757,6,65.62,0,47.6639,0,0,0
Chhattisgarh,Mungeli,PMGSY-III,13,133.81,1,101.17747,13,135.001,0,90.5328,0,0,1
Chhattisgarh,Mungeli,PM-JANMAN,2,3.9,0,,0,0,0,0,2,3.9,0
Chhattisgarh,Narayanpur,PMGSY-I,94,344.835,1,191.55853,92,335.065,1,187.456,2,10,0
Chhattisgarh,Narayanpur,PMGSY-II,1,5.5,0,3.4768,1,5.5,0,3.8081,0,0,0
Chhattisgarh,Narayanpur,RCPLWEA,10,123.4,8,117.1387,0,7,1,24.6696,10,116.4,7
Chhattisgarh,Narayanpur,PMGSY-III,1,10,0,10.1972,1,10,0,9.4707,0,0,0
Chhattisgarh,Narayanpur,PM-JANMAN,16,62.486,0,,0,0,0,0,16,62.486,0
Chhattisgarh,Raigarh,PMGSY-I,483,1958.525,22,644.18408,483,1897.231,22,594.0403,0,0,0
Chhattisgarh,Raigarh,PMGSY-II,14,178.596,0,110.8773,14,173.9,0,91.1443,0,0,0
Chhattisgarh,Raigarh,PMGSY-III,24,307.175,0,160.605,24,306.853,0,138.8714,0,0,0
Chhattisgarh,Raigarh,PM-JANMAN,5,6.88,0,,0,0,0,0,5,6.88,0
Chhattisgarh,Raipur,PMGSY-I,85,371.155,1,114.48731,85,353.042,1,104.6007,0,0,0
Chhattisgarh,Raipur,PMGSY-II,2,25.9,0,19.9851,2,22.867,0,14.1782,0,0,0
Chhattisgarh,Raipur,PMGSY-III,11,85.601,0,55.325,11,85.367,0,43.667,0,0,0
Chhattisgarh,Rajnandgaon,PMGSY-I,734,2597.244,16,819.24598,733,2496.41,16,820.9473,1,9.735,0
Chhattisgarh,Rajnandgaon,PMGSY-II,19,187.87,0,125.48176,19,184.96,0,109.8181,0,0,0
Chhattisgarh,Rajnandgaon,RCPLWEA,54,415.825,22,308.05882,38,352.004,5,204.3745,16,55.25,17
Chhattisgarh,Rajnandgaon,PMGSY-III,45,411.75,8,281.27206,45,404.569,8,224.372,0,0,0
Chhattisgarh,Rajnandgaon,PM-JANMAN,13,33.425,0,,0,0,0,0,13,33.425,0
Chhattisgarh,Sukma,PMGSY-I,223,1085.595,1,424.92455,148,824.825,1,346.1501,75,255.8,0
Chhattisgarh,Sukma,PMGSY-II,1,40.4,0,22.0983,1,40.4,0,20.47,0,0,0
Chhattisgarh,Sukma,RCPLWEA,46,452.555,0,257.6045,10,154.225,0,105.635,36,298.33,0
Chhattisgarh,Sukma,PMGSY-III,6,77.05,0,42.1025,6,76.35,0,32.5968,0,0,0
Chhattisgarh,Surajpur,PMGSY-I,260,1382.34,21,394.1963,260,1347.021,21,399.0667,0,0,0
Chhattisgarh,Surajpur,PMGSY-II,4,64.15,0,40.1638,4,63.862,0,27.7811,0,0,0
Chhattisgarh,Surajpur,PMGSY-III,21,293.33,11,207.60849,21,293.12,0,169.7432,0,0,11
Chhattisgarh,Surguja,PMGSY-I,327,1531.09,28,458.0023,327,1483.911,27,484.3906,0,0,1
Chhattisgarh,Surguja,PMGSY-II,6,81.95,0,49.1598,6,81.735,0,42.852,0,0,0
Chhattisgarh,Surguja,PMGSY-III,16,184.854,4,108.7031,16,183.049,0,87.9022,0,0,4
Chhattisgarh,Surguja,PM-JANMAN,51,189.402,0,,0,0,0,0,51,189.402,0
Goa,North Goa,PMGSY-I,39,69.87,0,4.6652,39,69.35,0,0,0,0,0
Goa,South Goa,PMGSY-I,31,85.98,0,6.8733,31,85.98,0,0,0,0,0
Gujarat,Ahmedabad,PMGSY-I,113,376.194,3,86.3174,113,376.192,3,84.6569,0,0,0
Gujarat,Ahmedabad,PMGSY-II,3,33.48,0,20.5836,3,33.48,0,16.718,0,0,0
Gujarat,Ahmedabad,PMGSY-III,4,39.145,3,54.86285,4,37.846,0,15.8179,0,0,3
Gujarat,Amreli,PMGSY-I,69,252.19,0,29.7638,69,247.64,0,31.464,0,0,0
Gujarat,Amreli,PMGSY-II,4,32.24,0,8.7458,4,32.24,0,9.065,0,0,0
Gujarat,Amreli,PMGSY-III,9,76.591,0,44.27979,8,70.117,0,34.3497,1,6.588,0
Gujarat,Anand,PMGSY-I,245,523.83,0,103.4697,245,524.25,0,108.0646,0,0,0
Gujarat,Anand,PMGSY-II,7,55.56,0,35.7655,7,55.421,0,33.2326,0,0,0
Gujarat,Anand,PMGSY-III,9,87.41,4,53.87667,9,86.78,0,26.8264,0,0,4
Gujarat,Arvalli,PMGSY-I,196,517.8,1,132.5029,196,513.42,1,139.2369,0,0,0
Gujarat,Arvalli,PMGSY-II,1,9,0,4.9002,1,9,0,4.2387,0,0,0
Gujarat,Arvalli,PMGSY-III,9,105.14,15,127.47171,6,86.72,0,46.2868,3,18.42,15
Gujarat,Banaskantha,PMGSY-I,221,581.105,0,167.7729,221,571.986,0,169.3812,0,0,0
Gujarat,Banaskantha,PMGSY-II,4,63.64,0,32.2719,4,60.86,0,27.6393,0,0,0
Gujarat,Banaskantha,PMGSY-III,19,187.94,4,114.42566,12,167.25,0,50.8189,7,19.51,4
Gujarat,Bharuch,PMGSY-I,44,168.47,0,41.534,44,166.88,0,48.5185,0,0,0
Gujarat,Bharuch,PMGSY-II,4,44.6,0,25.132,4,44.6,0,20.8079,0,0,0
Gujarat,Bharuch,PMGSY-III,8,84.667,1,53.37982,3,28.572,0,28.662,5,55.947,1
Gujarat,Bhavnagar,PMGSY-I,59,147.345,0,24.7903,59,144.845,0,26.2212,0,0,0
Gujarat,Bhavnagar,PMGSY-II,4,52.08,0,24.4094,4,52.08,0,16.5053,0,0,0
Gujarat,Bhavnagar,PMGSY-III,11,99.063,6,77.9801,9,81.756,0,27.8263,2,17.8,6
Gujarat,Botad,PMGSY-I,26,79.435,0,12.7498,26,79.44,0,15.3514,0,0,0
Gujarat,Botad,PMGSY-III,3,20.364,0,9.87661,3,19.38,0,6.4306,0,0,0
Gujarat,Chhotaudepur,PMGSY-I,75,256.005,1,81.7572,75,253.505,1,87.9262,0,0,0
Gujarat,Chhotaudepur,PMGSY-II,4,41.27,0,26.5907,4,41.27,0,25.5476,0,0,0
Gujarat,Chhotaudepur,PMGSY-III,7,74.244,5,62.5979,7,73.63,0,43.9234,0,0,5
Gujarat,Dahod,PMGSY-I,744,1541,0,418.9183,744,1517.585,0,426.5685,0,0,0
Gujarat,Dahod,PMGSY-II,6,58.61,9,58.569,6,58.55,9,44.4139,0,0,0
Gujarat,Dahod,PMGSY-III,13,161.486,9,137.00261,12,148.926,0,74.3707,1,12,9
Gujarat,Dangs,PMGSY-I,20,150.72,0,43.6524,20,150.014,0,46.8724,0,0,0
Gujarat,Dangs,PMGSY-II,2,17.31,0,9.9084,2,17.31,0,9.4611,0,0,0
Gujarat,Dangs,PMGSY-III,2,22.756,4,36.645,2,22.756,0,20.7402,0,0,4
Gujarat,Devbhumi Dwarka,PMGSY-I,36,130.57,6,24.3744,36,130.57,6,23.1032,0,0,0
Gujarat,Devbhumi Dwarka,PMGSY-II,1,8.8,0,4.9974,1,8.8,0,3.7629,0,0,0
Gujarat,Devbhumi Dwarka,PMGSY-III,7,71.917,7,51.44682,0,4,0,2.7555,7,67.917,7
Gujarat,Gandhinagar,PMGSY-I,28,54.19,0,7.6,28,53.71,0,8.3398,0,0,0
Gujarat,Gandhinagar,PMGSY-II,3,25.9,0,15.2805,3,25.725,0,7.7274,0,0,0
Gujarat,Gandhinagar,PMGSY-III,7,69.38,1,43.20693,7,67.608,0,31.6639,0,0,1
Gujarat,Gir Somnath,PMGSY-I,16,59.95,0,6.9858,16,55.95,0,7.3528,0,0,0
Gujarat,Gir Somnath,PMGSY-II,4,34.95,0,17.3059,4,34.95,0,15.4848,0,0,0
Gujarat,Gir Somnath,PMGSY-III,4,36.421,0,24.52559,4,34.001,0,22.4871,0,0,0
Gujarat,Jamnagar,PMGSY-I,72,243.655,0,33.8307,72,239.925,0,32.6411,0,0,0
Gujarat,Jamnagar,PMGSY-II,5,56.6,0,31.8873,5,56.2,0,22.6223,0,0,0
Gujarat,Jamnagar,PMGSY-III,10,110.556,0,57.32175,5,78.433,0,34.6694,5,31.417,0
Gujarat,Junagadh,PMGSY-I,25,63.97,0,8.5666,25,63.77,0,9.2885,0,0,0
Gujarat,Junagadh,PMGSY-II,2,18.1,0,7.4665,2,18.1,0,5.7157,0,0,0
Gujarat,Junagadh,PMGSY-III,12,128.809,3,80.71202,8,112.894,0,51.7514,4,14.855,3
Gujarat,Kheda,PMGSY-I,206,391.38,0,73.4151,206,389.05,0,80.8753,0,0,0
Gujarat,Kheda,PMGSY-II,3,42.39,4,38.3096,3,42.47,4,28.7472,0,0,0
Gujarat,Kheda,PMGSY-III,14,129.955,0,81.17447,14,129.592,0,75.1846,0,0,0
Gujarat,Kutch,PMGSY-I,129,757.26,0,213.4558,129,755.43,0,222.4805,0,0,0
Gujarat,Kutch,PMGSY-II,4,57.24,0,43.8796,4,57.24,0,34.9572,0,0,0
Gujarat,Kutch,PMGSY-III,16,160.1,48,206.61621,14,143.384,0,76.5418,2,15.3,48
Gujarat,Mahisagar,PMGSY-I,326,744.42,0,215.8648,326,742.799,0,242.3078,0,0,0
Gujarat,Mahisagar,PMGSY-II,2,31.4,2,22.6813,2,30.63,2,17.9586,0,0,0
Gujarat,Mahisagar,PMGSY-III,12,108.16,1,66.19975,11,96.16,0,57.1109,1,11.2,1
Gujarat,Mehsana,PMGSY-I,67,131.01,0,23.2268,67,131.01,0,22.0738,0,0,0
Gujarat,Mehsana,PMGSY-II,4,56.46,0,39.3364,4,56.46,0,30.9787,0,0,0
Gujarat,Mehsana,PMGSY-III,12,109.792,0,62.84179,12,102.088,0,45.0699,0,0,0
Gujarat,Morbi,PMGSY-I,42,98.4,0,12.2879,42,96.47,0,13.2127,0,0,0
Gujarat,Morbi,PMGSY-II,1,17.4,4,10.6342,1,16.11,4,8.789,0,0,0
Gujarat,Morbi,PMGSY-III,9,86.278,2,55.81509,8,80,0,35.4733,1,6.274,2
Gujarat,Narmada,PMGSY-I,74,271.39,3,78.4196,74,271.07,3,85.5156,0,0,0
Gujarat,Narmada,PMGSY-II,2,28.3,5,25.8357,2,28.28,5,22.106,0,0,0
Gujarat,Narmada,PMGSY-III,8,83.397,3,50.8225,7,83.383,0,30.7557,1,0.008,3
Gujarat,Navsari,PMGSY-I,222,448.7,0,105.8405,222,448.645,0,104.1331,0,0,0
Gujarat,Navsari,PMGSY-II,4,27.07,0,15.2419,4,27.074,0,13.2753,0,0,0
Gujarat,Navsari,PMGSY-III,8,61.59,6,86.0764,8,62.59,0,46.5993,0,0,6
Gujarat,Panchmahals,PMGSY-I,392,809.77,1,221.7344,392,795.94,1,233.123,0,0,0
Gujarat,Panchmahals,PMGSY-II,4,40.26,0,25.9157,4,40.26,0,23.3817,0,0,0
Gujarat,Panchmahals,PMGSY-III,11,101.73,8,108.88015,11,101.53,0,61.6056,0,0,8
Gujarat,Patan,PMGSY-I,76,175.4,0,42.1409,76,174.097,0,40.2023,0,0,0
Gujarat,Patan,PMGSY-II,4,34.8,0,25.5796,4,34.8,0,19.264,0,0,0
Gujarat,Patan,PMGSY-III,9,93.808,0,55.85623,4,45.158,0,20.8841,5,48.65,0
Gujarat,Porbandar,PMGSY-I,21,61.12,0,7.5072,21,61.02,0,7.6499,0,0,0
Gujarat,Porbandar,PMGSY-II,2,12.3,0,3.9311,2,12.3,0,3.7854,0,0,0
Gujarat,Porbandar,PMGSY-III,2,23.15,0,10.6139,2,23.15,0,10.9132,0,0,0
Gujarat,Rajkot,PMGSY-I,28,80.79,0,13.4673,28,77.24,0,13.7533,0,0,0
Gujarat,Rajkot,PMGSY-II,3,44.2,0,18.448,3,40.85,0,14.2535,0,0,0
Gujarat,Rajkot,PMGSY-III,9,103.148,11,93.50779,8,101.481,0,45.1834,1,1.549,11
Gujarat,Sabarkantha,PMGSY-I,149,458.49,1,99.5148,149,444.84,1,96.7314,0,0,0
